;comment;date
109;"Es un restaurante muy bonito y acogedor, con una terraza estupenda con vistas al puerto ideal para tomar una caña con algo de comer.
La carta es totalmente vegetariana con opciones veganas, una maravilla de platos, queríamos probarlo todo. Lo que probamos estaba muy muy rico. Recomiendo probar el curry verde.
También tienen bizcochos y cookies caseras top por lo que es ideal, también, para ir a desayunar o para hacer brunch.
Solo está abierto hasta medio día. Es importante reservar antes de ir ya que suele estar lleno.";2023-02-28
110;Llegamos 10 min más tarde de las 12 , un día de mucha lluvia y con 2 niños pequeños. Nos dijeron que solo daban tostadas hasta las 12. Les preguntamos si podrían hacernos un zumo de naranja, y nada, la carta de comidas. Luego vimos que a las 12:15 comían todos. Nos hubiéramos gastado unos 50 euros, finalmente un bizcocho ya hecho para los niños y café.   La puntualidad es esencial, pero teniendo en cuenta las circunstancias , la amabilidad debe primar. Comida buena pinta, atención nefasta. Nada recomendable;2023-01-28
111;Atención pésima,tiempos de espera prolongados,no se puede pedir en barra no se porque,parece que les gusta recordar tiempos pasados de pandemia,en barra te dicen que te sientes en la terraza y ahí te aburres de esperar  y sirven a los que han llegado los ultimos.;2023-11-28
112;Teníamos ganas de probarlo y hemos comido muy bien.;2023-11-28
113;Muy buena pasta tagliolini, asi como la tarta de queso,  el Brownie de 10! sitio privilegiado y atencion estupenda!;2020-01-28
114;Excelente fuimos de pinchos e impresionantes tengo pendiente cenar o comer porque si los pinchos estaban así de buenos no me quiero imaginar un comida;2019-01-28
115;"Fuimos a cenar unas amigas. La atención muy amables. La comida regular, nos tardaron mucho en servir y uno de los platos estaba aún  un poco congelado ( la berenjena rellena).
Los batidos, buenísimos! Yo lo recomiendo más para un brunch o desayunos.";2023-01-28
116;Muy buena comida y servicio, un gran restaurante vegetariano ☺️☺️;2022-01-28
117;Top, buen desayuno, servicio y ambiente súper;2023-08-28
118;Excelente comida y trato, pero la bebida tiene un pero siempre nos ponen templado el café con leche, eso sí la explicación de porque lo ponen así entendible, pero a mí me gusta caliente y más ahora en invierno.;2023-02-28
119;Excelente calidad precio, platos muy buenos y elaborados, el trato muy bueno y acogedor;2018-01-28
120;Inmejorable relación calidad precio. Si no estás seguro de si te gusta el curry o la comida vegetariana pásate por aquí y descubrirás que sí.;2020-01-28
121;"Un sitio que frecuento desde que abrió. En su día puse una reseña positiva porque me encantaba pero... 1h05 de reloj! para una tostada....
Nos atiende un chico de pelo largo que no sabe lo que tiene en la carta.
La explicación que nos dan es que hay mucha gente...
3 meses que han venido bastante más tardes les han servido mucho antes. Lamentable";2023-01-28
122;Le doy una estrella por la comida que no está mal. Pero hemos esperado 50 minutos a los platos. He pedido que le quitasen los jalapeños a un plato para q no pique y lo pueda comer la niña... y no me aclaran que todo el plato pica... poco interés por el cliente... No volveremos tras darle tres oportunidades. Una pena;2023-01-28
123;Trato de 10 de parte de los camareros!! Además se le cayó al traerme la comida y me trajo unas patatas!! Estuvo muy atento en todo momento. Lo recomiendo 200%!! Gracias!;2023-01-28
124;Muy buena la comida, buena vista en el puerto.;2023-08-28
125;Vegetariano muy bueno la comoda y servicio muy rápido en el. Mismo puerto de Homdarribia;2023-08-28
126;Mi familia y yo os visitamos desde que estabais en el centro. Cuando podemos, nos escapamos. Siempre bien, siempre genial. Muy buen trato,  producto de primera calidad y de km 0 siempre que se puede, presentaciones cuidadas y siempre renovándoos. Habremos estado más de 15 veces y volveremos. Un verdadero placer!;2020-01-28
127;Restaurante vegetariano con opciones para veganos. Terraza amplia en el puerto y local con mesas. Se recomienda reservar o acudir antes de que se abarrote (7:30 agosto).;2019-01-28
128;El pueblo estaba a tope y decidimos ir a probar suerte al puerto deportivo, conseguimos una mesa sin reserva previa y comimos muy a gusto. Buen servicio y buena comida. Alguna racion un poco escasa. Lo mejor los postres y precio acorde con lo que comimos y donde estabamos.;2022-01-28
129;Un lugar súper agradable...;2023-01-28
130;"Íbamos de paso y decidimos parar a probar las opciones de merienda y repetimos al día siguiente para comer. Fue todo un acierto.
Buen trato, rapidez, un sitio tranquilo y comida increíble. Leyendo las reseñas malas creo que para nada coincide. Animaros a probarlo que seguro os encantará.";2021-01-28
131;Una gozada , hemos venido de pikoteo y salilos encantados.;2022-01-28
132;Desayuno fantástico. Totalmente recomendable las dos. La Tostada y el sándwich.;2022-01-28
133;"La persona que nos atendió es maravillosa , muy agradable y simpática.
La comida buenísima
Volveré";2023-05-28
134;"Muchos años con ganas de ir, al final llegó.
La comida en general diría que es buena y variada. Bien emplatada.
El servicio, descoordinado (en general en todas las mesas de alrededor), para cuando unos terminaban el plato, otros todavía sin servir. Una pena.";2023-01-28
135;Hemos ido dos veces, la primera comimos en el mismo local una lasaña y algo más para picar y como la impresión del sitio fue excelente repetimos. La segunda vez, pedimos hamburguesas para llevar y nos atendieron estupendamente. Estaban sabrosisimas y el pack de comida para llevar estaba a punto y muy bien pensado. Además, el personal es muy amable. Repetiremos más veces.;2022-01-28
136;"El único  pero...Un poco ruidoso.
Lo demás de 10";2023-11-28
137;Comida muy rica, buena vista, los precios de las tostadas rondan entre 4 euros a 6 euros, el personal no tiene la mejor atención, también tardan mucho en traer el pedido pero esta bien para ir a desayunar un día.;2023-01-28
138;"Horario de apertura 9 am. 9:10 am, me siento y un buen rato después, con los camareros viéndome perfectamente, tengo que levantartarme a preguntar si me piensan atender o me levanto y me voy al de al lado.

La tostada con aguacate y tomate triturado estaba buena. Pero la atención deja mucho que desear";2023-01-28
139;Malos profesionales! me acerque  a la barra para pedir un café para llevar y prácticamente me mandaron a la mi.......a. En lugar de decirme que no atendían en barra, cuando llevaba 5 min. esperando me dijo uno de los camareros (dos en barra y una en sala) que la prioridad eran las mesas, cuando le dije que solo quería un café para llevar me dijo que me sentara en una mesa y que esperara!! no volveré.;2023-01-28
140;Pues como siempre...de 10!!!!;2022-01-28
141;La amburguesa está muy rica,  y el curry verde tb sobre todo si te gusta el picante disfrutarás .. El postre de limón no estaba muy bueno la verdad pero luego el café riquísimo! Un cortado de profesional;2023-01-28
142;Un  ambiente acogedor, camareros muy majos, un trato cercano, comida riquísima y gran variedad de buenos vinos y cervezas artesanas para acompañar.  El mejor vegetariano que conocemos y en un lugar idílico. Qué más se puede pedir... como cada  poco tiempo, volveremos...;2022-01-28
143;"Un vegetariano en una ubicación de lujo. Unos platos muy bien presentados y cocinados además de, por supuesto, muy sanos. Cantidades correctas
Servicio rápido y muy agradable
Nos gustaron especialmente los rollitos tailandeses de fideos de arroz y verduras";2023-01-28
144;"Aunque el lugar tiene una decoración muy acogedora, y la comida estaba bien, y era interesante de sabores, entre el entrante y ensalada que nos sirvieron a la vez hasta que llegaron los platos principales pasaron mas de 45 minutos. Y no fue solo a nosotros ni por despiste, todas las mesas que estaban alrededor estaban con los platos vacíos, o con solo bebida. Lo curiosos es que nuestra reserva fue a primera hora cuando había pocas mesas y se fueron llenando todas tanto dentro como en terraza.
¿Conclusion? Insuficiente gente trabajando para dar servicio a tantas mesas. Escaso servicio, y por consiguiente atención . ( no tuvimos ocasión ni de solicitar que nos trajeran más bebida )
No repetiría
No recomendaría";2020-01-28
145;Café muy bueno, pero el servicio es pésimo demasiado esperar;2023-07-28
146;Comimos ayer sábado, fuimos sin reserva y aunque tuvimos que esperar un poco, todo estaba muy rico. A destacar la hamburguesa de setas que me sorprendió el sabor que tenía. Gran terraza con vistas al puerto. La atención del personal muy positiva. Recomendaría el lugar.;2021-01-28
147;Comida rica y bien presentada, servicio profesional y ubicación muy atractiva.;2020-01-28
148;"Un lugar increíble para comer. 100% vegano y vegetariano. Yo tengo una intolerancia y alergia y he encontrado un sitio ideal al que acudir tranquilamente por ello.
Trato magnífico y recomendable por completo.";2023-01-28
149;"Uno de nuestros sitios favoritos. Una pena los cambios de carta que están haciendo. La comida está buenísima pero han quitado muchos de sus mejores platos. Han quitado el Wok, las albóndigas de setas, la tarta de queso fría... la tarta de queso de horno que era una de las mejores que había probado la han empeorado considerablemente...

Lo pongo como crítica constructiva, sigue siendo un sitio con comida riquísima y un personal muy atento, pero que como digo, su carta ha empeorado en los últimos meses. Ojalá vuelvan los platos que tanto echamos de menos la mayoría.";2022-01-28
150;Tras esperar 5 minutos a que el camarero nos atendiera, coló a unos conocidos que habían llegado después. Sin dirigirse a nosotros, tuvimos que insistir, ahora a un segundo camarero, que, después de hacernos de nuevo esperar, nos dijo que la cocina cerraba en 10 minutos (esto a las 3 de la tarde) y que ya no quedaba sitio. Me quedé con las ganas de probar la comida, pero no lo recomendaría por el impresentable servicio.;2021-01-28
151;Comida espectacular, camareros fantásticos. El curry verde es de otra dimensión. Tendremos que volver a probar el postre o los zumos del desayuno, porque se merece un 10!;2023-01-28
152;¡Muy recomendable!;2023-01-28
153;"Bastante mal trato, fuimos a merendar. El horario de merienda que tiene puesto fuera es de 17:00 a 19:00. Llegamos algo antes de las siete, pero casi eran, porque fuimos precisamente a probar esos batidos a hondarribia y no pudimos coger un bus antes.

Para nuestra sorpresa, los trabajadores nos dijeron que el horario ya se habia pasado... cuando no era cierto, y nos dijeron que los unicos batidos que podian ofrecernos eran de bote, cuando habiamos ido ahí unicamente a probarlos. Creemos que nos dijeron que no porque ya deberian haber limpiado la maquina, pero si el horario pone que hasta las siete deberían de cumplirlo, digo yo.

Finalmente fuimos al bar de al lado y se nos arregló la tarde con sus batidos. No vamos a volver a este sitio.";2022-01-28
154;"Excelente servicio y calidad, con una relación de precios adecuada. Tanto para los que conocen este tipo de comida como para probar nuevos platos.
La tarta de queso al horno está increíble, me la recomendó uno de los camareros y acertó.";2021-01-28
155;Maravilloso restaurante vegano-vegetariano, con muchísimas opciones, y de buena calidad/precio. Esta en el puerto, por lo que tiene unas vistas espectaculares. Además, es Petfriendly, algo que a nosotros nos vino de perlas (fuimos con una braca alemana de 25kg y no pusieron ningún problema).;2022-01-28
156;Lugar imprescindible si visitas Hondarribia. Todo todo todo lo que tienen en la carta está riquísimo y la decoración de los platos es brutal ... además tienen buena cerveza y bien tirada . Volveremos seguro ... Eskerrik asko !!;2023-01-28
157;"Tiene una carta no muy extensa pero sí original y riquísima, y la van cambiando cada cierto tiempo. La presentación de los platos es excelente. El trato es inmejorable. Tiene mesas en el interior y en la terraza. No hace falta que seas vegetariano o vegano para disfrutar de sus platos, te sorprenderán. Si buscas comer rico, distinto y en un ambiente relajado, este es tu sitio.
La relación calidad precio, excelente.";2020-01-28
158;Uno de mis favoritos. La comida es un espectáculo y el trato del personal inmejorable. Gracias siempre!;2023-04-28
159;Agradable terraza en la que disfrutar de un par de zuritos y algún pintxo vegano frente al puerto deportivo de Hondarribia.;2021-01-28
160;Estuvimos una hora esperando que nos atiendan y nos fuimos. No puedo dar otra opinión.;2023-08-28
161;"CUMPLIERON A RAJATABLA LO QUE INDICAN
Unos día antes hicimos una reserva para el viernes a las 20:30.
El email de confirmación indica que las reservas son solo para el interior.
Llegamos a las 20:25, nos presentamos al camarero, no había nadie cenando dentro, hacía mucho calor y la terraza estaba llena.
Comentamos con el camarero si habría alguien que se iría pronto, que podría ya estar pagando o terminado, nos dijo lo mismo del email; ""si queréis terraza se anulará la reserva del interior"", como habíamos llegado pronto y había tiempo, le pedimos si podíamos esperar unos minutos para ver si alguien se levantaría de la terraza, el mismo camarero nos indicó donde podíamos esperar.
Pasaron 8 minutos y nadie se levantaba, a las 20:38 fuimos a indicar que nos quedaríamos con la reserva realizada de interior unos días antes y nos dijo que ya estaba dada a otros, que hablásemos con el jefe.
Hablamos con el jefe, no preguntó nada, estaba al corriente, le dijimos que no habíamos anulado la reserva, que habíamos acordado con el camarero, dado que llegamos un poco antes de la hora, esperar unos minutos y que había pasado 8 minutos.
- ""Es nuestra forma de trabajar y está avisado el email"", nos dijo con amabilidad.
- ""Si, es cierto, pero habíamos acordado con el camarero esperar unos minutos antes de anular. Estábamos en la misma puerta, ¿no podrían habernos avisado de que estaban pidiendo nuestra reserva? y dejarnos decidir a nosotros.

Nos fuimos a cenar a ILCAPO, que está justo encima, Antonio Merino, el gerente, nos dio una mesa y descubrimos que también TIENE UN EXCELENTE Y AMPLIO MENÚ VEGETARIANO.";2022-01-28
162;Hamburguesa insuperable, entrantes muy ricos pero un poco caros. Las patatas son raciones muy pequeñas. El trato es muy agradable pero entre plato y plato las esperas son unos 45 minutos,por tanto unas unas 2 horas nos llevo acabar de comer.;2020-01-28
163;La comida muy buena en cuanto a elaboración y calidad de los platos. El servicio fue, al menos en mi caso, algo lento. Vimos que servían antes a otras mesas que eran del terreno antes que a nosotros...;2023-01-28
164;Lugar muy bonito aunque se llena mucho. Los meseros fueron amables pero tardaron mucho en servirnos. La comida allí es deliciosa;2023-01-28
165;"No sirven curry verde.
Pongo una estrella porque no me deja poner 0. Sobre la comida nada que objetar, muy buena. Respecto al trato de uno de los camareros, no sabría por donde empezar. Desconocía que el local se dedicase a las peleas de gallos (entiéndase el sarcasmo). Me refiero al camarero de pelo rizado, por si alguien tenía dudas, que pese a haberme 15 minutos de pie estando la mesa libre no se molestó en acomodarme.

Una vez en la mesa me indicó que mirase la carta en Internet, una carta que estaba desactualizada. Pese a haber seguido sus indicaciones luego se molestó al pedir platos de la carta que me había indicado ya que según el estaba desactualizada?! *¿

No volveré.";2022-01-28
166;Simplemente uno de mis lugares favoritos. Ojalá hubiera más gente que abriera negocios con esa calidad y buen ambiente. 10.;2023-03-28
167;Súper !! El camarero encantador y dispuestísimo un sitio a recomendar de corazón;2023-06-28
168;"El mejor vegetariano de gipuzkoa (y me atrevería a decir que del mundo) la carta es variada y da igual lo que pidas, todo esta buenísimo.
El trato es muy atento, el local es precioso y cuidan del medio ambiente igual que de nosotros.
Además hacen distintas actividades y planes, kaia pote, bruch y yoga, desayunos tardíos, take away...
Recomiendo la hamburguesa de setas y el brownie, mis favoritos.";2022-01-28
169;"Muy ricas las ensaladas y los postres caseros espectacular.
Destacar la buena atención de los camareros y en especial del más alto y grande. Siempre atento  y rápido en el servicio.";2022-01-28
170;Uno de los mejores sitios para comer en el puerto de Hondarribia. Platos vegetarianos muy variados. Gran carta de cervezas y amplia terraza. Hay que reservar con antelacion ya que suele estar lleno. Brownie espectacular para tomar de postre. La tarta de queso sabe a limon.;2022-01-28
171;La comida muy rica aunque la carta un poco escasa de variedad El trato muy bueno pero entre la espera(aún teniendo reserva) fue larga y entre plato y plato una espera de más de 45 minutos,lo cual es bastante habitual.y aprovecho ese momento para escribir la reseña de Google.;2020-01-28
172;"No he ido, pero he escuchado hablar muy bien de este sitio, por lo que lo guardo para ir tan pronto esté en Euskadi.
Me llama la atención la variedad de platos veganos que tienen, seguro que mi reseña será muy buena en este lugar!";2022-01-28
173;Tiene una amplia carta de comida vegetariana de diferentes países, presentación muy cuidada y un lugar acogedor. Trato amable y siempre dispuestos a recomendarte lo mejor, muy pacientes los camareros ya que yo soy celiaca y me tenían que recomendar. Me ha gustado mucho!!!;2019-01-28
174;Terraza inmejorable, personal joven muy agradable, es la segunda vez que voy a desayunar y muy bien, las tostas buenísimas y el café muy rico. Volveremos y probaremos más cosas;2023-01-28
175;"Comida de buena calidad y muy buen sabor.
Pero lo mejor sin duda el magnífico trato.

Hay opciones Veganas y sin gluten.";2023-01-28
176;La verdad siempre ha sido mi restaurante favorito, pero este año, está mal todo, hay menos trabajadores, menos platos en la carta, menos postres, hasta el sabor ha cambiado, claro que iré, pero menos que antes.a buscar ahora otro sitio vegano, vegetariano....;2023-01-28
177;la comida no la podemos valorar, pero el trato sí.. Da igual que llegues tú antes que otras personas, que primero te dicen que no tienen sitio (aun habiendo más de 3 mesas libres) y luego se retractan diciendo que sí tienen sitios pero, mira, que se lo dan a gente que ha llegado después de ti mejor.. así que nada, que lo disfruten :);2022-01-28
178;Calidad precio muy bien!!!!  Todo buenísimo, volveria sin duda.;2021-01-28
179;Camarera desagradable y soberbia que despues de haber comido alli se niega a darme dos hielos q le pido por favor con una botella de agua. Dice q se va a quedar sin hielos para la comida… increible q un cliente te pida algo y se lo niegues no se comprende…;2023-01-28
180;Las mejores croquetas que hemos probado, los otros platos también están muyy buenos, solo cambiaría el arroz chaufa ya que no se parece al tradicional. Nos vamos un  buen sabor de boca repetiremos seguro!;2022-01-28
181;La ubicación es magnífica, el entorno ideal para echar el día. En cuanto a la comida está muy bien para tratarse de comida vegetariana, pero lo que no se puede tolerar es que te saquen cazuelitas esmaltadas con picadas interiores y oxidadas, y no se trata de un despiste, a la mesa de al lado le sacaron una cazuelita picada también.;2020-01-28
182;Trato y comida espectacular!;2022-01-28
183;De momento solo hemos probado los aperitivos que son una delicia...la única pega es que tiene pocas mesas para lo solicitado que está y el horario semanal muy reducido por lo que es complicado coger sitio para comer...no lo he conseguido de momento..;2023-01-28
184;Restaurante lacto-vegetariano con opciones veganas.;2023-05-28
185;Tenía buenas referencias de este local pero se me han quitado las ganas de volver. Servicio poco amable y precios altos. Nos entra un pedazo avispa en la cerveza, donde se pone a nadar, pedimos otra y nos cobran las 2 y encima nos dicen que es culpa nuestra 🙈…;2021-01-28
186;La comida rica, sana y elaborada no son incompatibles. En el menú x menos de 20 euros tienes para elegir al menos 5 primeros y segundos. Todos riquisimos y diferentes. El camarero muy atento. Altamente recomendable. De los mejores vegetarianos q he estado hasta ahora.;2017-01-28
187;"Seas vegetariano o no... Cada plato riquisimo... Además dog friendly! Y los camareros majisimos.

Por otro lado... Fui ayer y me falta lo siguiente:

- Wok
- Albóndigas de sitake
- Tarta de queso fría
- Tarta de queso de horno (no la que hay ahora que está mucho peor)

Por favor que vuelvan ya esos platos! Vamos muy a menudo y los echamos mucho de menos!";2022-01-28
188;Hemos comido en la terraza súper agradable, el menú del día buenísimo, la atención estupenda. Repetiremos.;2023-01-28
189;Estupendo! Platos vegetarianos ricos y muy cuidados. La hamburguesa de remolacha está exquisita! Muy buena relación calidad precio. Y el trato de todo el personal es muy amable y agradable. Muy muy recomendable.;2020-01-28
190;Hemos ido ya dos veces en verano y en las dos ocasiones la misma experiencia. Desbordados. Tiempos de espera superiores a una hora y, desconozco el porque, tal vez por el estress o porque la demanda es superior a la oferta,  pero el encargado/propietario nula empatia con el cliente. La comida y su calidad es buena (no es barata para lo q se ofrece), pero la experiencia es muy triste, especialmente cuando es un restaurante de tu zona. Con un servicio a nivel y sobre todo con voluntad real de resolver los problemas que generan con los clientes, en lugar de ser humillado, podria llegar hasta 4 estrellas. Tal vez en epoca con menos demanda o entresemana, con menos carga, tambien.;2019-01-28
191;"En lo que a desayunos se refiere, es lo que habitualmente hacemos, buenísimos.
Calidad y servicios con estándares altísimos.
Merece la pena, después de hacer deporte, esa tostada de integral para recargar energías!!";2022-01-28
192;Siempre vamos, y nunca defrauda. Difícil encontrar mesa, es necesario reservar pero merece la pena. Aunque me gustaba más el local y la ubicación que tenía antes, era más pequeñito, pero más acogedor. El personal siempre atento y cuidando al máximo al cliente.;2019-01-28
193;Muy rico todo lo que comimos, pero fuimos un día de calor y dentro del local sin aire acondicionado no estuvimos nada comodos. Hacia mucho calor;2023-01-28
194;Un sitio sin jabón de mano en los lavabos ni gel hidroalcoholico en el restaurante deja muchísimo que desear en estos tiempos. Solo he tomado una botella de cerveza, por lo demás me daría miedo comer allí viendo la higiene que tienen en el sitio...;2022-01-28
195;Único vegetariano en Hondarribia. Hay que reservar con antelación el fin de semana aunque también atienden en terraza sin reserva. Buena relación calidad/precio. Los platos están muy ricos. Personal amable.;2021-01-28
196;Situación y decoración bien. Es agradable. La comida rica, aunque no especialmente abundante. Pero el baño descuidado, sin percha para colgar el bolso ni jabón para lavarse las manos.;2020-01-28
197;La comida esta muy buena pero el servicio es muy malo, hay que constantemente pedirles las cosas y tuvimos que llamar al camarero 4 veces para que trajera la cuenta;2023-01-28
198;La verdad es que se come muy bien! El brownie es espectacular, creo que el mejor que he probado nunca, para mis gusto algo caro, pero creo que la zona es el precio medio y además lo pagaría de nuevo;2022-01-28
199;Muy buena comida vegetariana y el servicio estupendo. No tenían ningún postre apto para diabéticos en la carta y nos hicieron uno expresamente.  Fue un detalle muy de agradecer.;2022-01-28
200;Muy bien situado en la planta inferior de la zona de hostelería del puerto deportivo, es  una alternativa vegetariana muy bien atendida por personal joven. Tiene una preciosa terraza, parte cubierta y parte al aire libre. A destacar la tortilla de patatas.;2019-01-28
201;"La comida no está mal pero las cantidades están bien para un niño,
En la mayoría de los restaurantes con un plato normal hace dos del curry verde. Lo mejor el sitio dice está, al lado de la playa. Xq si vas a la playa y te da hambre puede ser una buena solución, ya que te puede sacar de un apuro.
Pero si tienes apetito y quieres un vegetariano pasarás hambre.";2020-01-28
202;Pese a tener una carta corta, todos los platos que pedimos estaban muy ricos. Lo único negativo, tardaron mucho en sacar los platos a la mesa.;2023-01-28
203;Me encantaba ir a cenar,como hostelera,me es imposible con el nuevo horario ir a comidas ya que cierra a las 17:00,me alegro de que les vaya bien,pero,me gustaba mas el curry verde de antes.;2023-01-28
204;"Qué suerte de conocer El Curry Verde. ¡Se come de fábula! Es un sitio precioso, la comida está la mar de rica y el servicio muy simpático y amable.
Destacar que el restaurante es vegetariano con variedad vegana lo que lo hace más especial.
Eché en falta un plato con curry verde en el menú. ;)";2020-01-28
205;"Todo muy bueno original y rico.
Sitio estupendo.
La atención buena.
Lo único la espera para que te traigan la comida y entre plato y plato.
Por lo demás recomendable";2020-01-28
206;Nos gustó mucho la comida sobre todo las croquetas.. La unica pega mucha gente para tan poco camareros que aun asi lo hicieron muy bien n. Tardaron bastante en sacar la comidaa me imagino que por el volumen de trabajo;2022-01-28
207;"Comida vegetariana deliciosa.
La carta no es demasiado amplia pero tienes para elegir unos 5 entrantes, 5 ensaladas y 5 platos principales.
Recomiendo los falafel, sabrosos y crujientes.
Aunque suele haber sitio, es mejor que hagas la reserva antes de ir.";2018-01-28
208;"Muy rico todo y el servicio excelente.
Han hecho todo lo posible para que estuvieramos a gusto a pesar de nov tener reserva";2023-01-28
209;Buen restaurante vegetariano, buen trato y buena comida pero pongo 3 estrellas porque a pesar de eso, tardan bastante en dar el servicio, poca variedad de platos o cambios de menús (al final casi siempre hay lo mismo) y que muchas veces lo encontramos cerrado o que ese dia no dan cenas... Esta muy bien pero...;2019-01-28
210;Todo tipo de platos muy buenos y buenas cervezas;2021-01-28
211;Tienen bastante oferta en cuanto a comida. Sin embargo el servicio fue extremadamente lento, tardaron prácticamente una hora en servirnos y esperamos otra media hora entre segundo plato y postre.;2022-01-28
212;Comida vegetariana muy bien elaborada, teniendo en cuenta el producto. Buena presentación y muy rico todo;2023-01-28
213;50 minutos esperando a 4 samosas fritas y media hora después el segundo plato. Bufff. Invito al jefe a que se coma la lasaña de berenjena. Muy rica de sabor pero el queso abundante, puro chicle;2018-01-28
214;Precio calidad muy buena. El servicio muy atento...;2018-01-28
215;Restaurante muy recomendable! La ensalada de burrata, mango y tomate con salsa pesto espectacular, igual que la hamburguesa de setas y la pasta con pesto! Los postres, de 10! Servicio genial! Volveremos seguro:);2022-01-28
216;Crónica de una carnivora. Pese a ir con recelo, la cómida me sorprendio. Recomiendo las croquetas de hongos y las albondigas de shitake y setas , plato que disfrutará cualquier carnívoro.  El personal fue muy amable. Pese a la cantidad de personas que iban pasando el servicio fue bastante rápido.  El nuevo enclave es fantástico.;2018-01-28
217;Calidad precio muy bien, comida muy elaborada y muy rica. La atención estraordinarios mucha educación y atentos. Muy recomendable  aconsejo pasar por este local si estas en hondarribi;2020-01-28
218;"Restaurante Vegetariano de calidad suprema!!!!! La
Carta no es muy extensa pero todo delicioso. Calidad-precio excepcional! Está siempre a tope! Como pega cuesta reservar si no eres muy planificador!";2018-01-28
219;La comida buena, el servicio pésimo, el camarero de barbas borde y desagradable, la chica amable, esperando más de 1 hora para el segundo plato. No volveremos y no hemos pedido hoja de reclamaciones por no estropear la tarde.;2019-01-28
220;Fantástica la comida y la atención.;2022-01-28
221;"No entiendo que para tomar un café con leche,tenga que sentarme en una mesa y esperar 10 minutos a que me atiendan…son sus normas.
Tranquilos que no volveré";2023-01-28
222;"Sencilla y sinceramente, el restaurante 10.
Por calidad en el menú y en la atención.
Sin problemas en el estacionamiento, tranquilidad del lugar y hubicación.
Poco más se puede pedir.";2022-01-28
223;Restaurante con el que siempre repetimos, seas vegetariano o no, su comida es fantastica, además suelen variar el menú, lo que me parece un punto a favor. Muy recomendables las croquetas y la tarta de queso.;2023-01-28
224;Restaurante El Curry Verde un lugar para disfrutar con la exótica, divertida, y variada cocina vegana, en un entorno inigualable, donde siempre eres recibido con una sonrisa. Si eres amante de los buenos caldos no dudeis en dejaros aconsejar por el  camarero. Para seguir repitiendo sin duda;2018-01-28
225;Oferta vegana variada y atrayente. Trato muy amable y eficiente. Es de agradecer un restaurante vegano y ecológico en todos los aspectos. Muy buena relación calidad precio.;2022-01-28
226;Muy agradable tanto el sitio como los camareros. Vistas al puerto.  Comida muy rica cantidades mas que suficientes. Recomendable !!;2023-01-28
227;El curry verde es la mejor opción a vegetariana que hay en Hondarribia y en toda la comarca del Bidasoa. Sus platos internacionales y llenos de sabor son capaces de hacerte olvidar que no hay productos de origen animal en ellos. Así que es muy recomendable tanto para vegetarianos, veganos y gente con alimentación clásica. Cada vez que como allí disfruto muchísimo y nunca me ha decepcionado ni la comida ni la vía carta de vinos y cervezas de la que disponen. Muchas gracias por existir y seguid así.;2018-01-28
228;Un servicio estupendo, y los platos riquísimos! Lo recomiendo 100 %. En cuanto pueda vuelvo a ir!👏👏👍…;2022-01-28
229;Muy buena calidad y bien atendido. Las raciones pueden engañar, muy difícil quedarse con hambre. Dejarse aconsejar por los camarer@s en cuanto a la cantidad.;2018-01-28
230;Buena comida vegetariana y buen precio, si bien tienes que gastarte unos 3€ para aparcar. Camareros muy bien y unas croquetas de vicio.;2022-01-28
231;Uno de los restaurantes preferidos de mi familia.La co.ida es deliciosa, siempre están innovando.Todo muy bien cocinado.para mi es un 10.Tambien tienen take away.Un buen restaurante vegetariano en un sitio precioso.;2021-01-28
232;Comida bien elaborada pero yo sólo lo recomendaría si vas sin prisa. El servicio de cocina lentísimo, incluso estaban limpiando ya la cocina cuando todavia no nos habían  servido el postre.;2020-01-28
233;No pudimos comer allí, porque estaba lleno y el camarero nos dijo que regresáramos en una hora que la cocina cerraba a las 4pm, volvimos 3:20pm y para nuestra sorpresa nos dijo que la cocina ya había cerrado.;2022-01-28
234;Un lugar excelente para comer, más aún en la terraza cuando hace buen tiempo. Comida vegetariana/vegana muy rica y trato muy agradable. Recomendado.;2013-01-28
235;"En general bastante bien, pero Me esperaba mas variedad en la carta...
El agua mejor que fuese embotellada, la sillas y las mesas de la terraza bastante incomodas... la atencion muy buena y la presentación tambien.";2017-01-28
236;Carta Deliciosa y bien equilibrada. Lugar muy agradable, ambiente joven e informal. Me encanta. Imprescindible reservar!!!!;2018-01-28
237;"Un restaurate recomendable para vegetarianos.
Buena localización (buenas vistas), buen ambiente y muy buena presentación y calidad de la comida.
Personal muy justo para atender a todas las mesas, mucho tiempo de esespera para que atiendan.
Sitio ideal para venir con amigos.";2018-01-28
238;Comida muy rica. Nos encanta ir de vez en cuando. Muy recomendable;2023-01-28
239;Mi experiencia fue en el desayuno... Yo y mi pareja pedimos dos cafés con leche uno de ellos con soja... Yo me pedí un bicho de chocolate con plátano... Para mi sorpresa la ración muy pequeña en comparación con el precio... 3€ la mini ración....mi pareja pidió un smoothie sin leche por q es intolerante a la lactosa... Pero cual es la sorpresa...  el smoothie contenía leche..... Por eso no an obtenido las 5 estrellas....;2018-01-28
240;Comida vegetariana realmente buena y un trato genial.  Dog friendly, que para los k tenemos peques de 4 patas es lo más!  :) más garitos así hacían falta. La bomba.;2019-01-28
241;La atencion muy buena y la comida bastante tambien! Para mi gusto llevaba mucho cilantro( yo lo odio) pero eso ya es personal!!;2022-01-28
